asiasanat;ilmestymispäivä;käytön päättyminen;nimellisarvo;merkin nimi;merkin väri;painopaikka;painosmäärä;taiteilija;valuutta;kuvan_url;id;sub_label;label
tuberkuloosi yhdistys eläin piisami ondatra zibethica luonto avustus lisämaksu avustustoiminta;04.09.1961;31.05.1994;10;Nisäkkäitä - Piisami;punaruskea / punainen;Suomen Pankin Setelipaino;500000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0555.jpg;0555.jpg;555;555 Nisäkkäitä - Piisami
tuberkuloosi yhdistys eläin saukko lutra lutra luonto avustus lisämaksu avustustoiminta;04.09.1961;31.05.1994;20;Nisäkkäitä - Saukko;sininen / punainen;Suomen Pankin Setelipaino;400000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0556.jpg;0556.jpg;556;556 Nisäkkäitä - Saukko
tuberkuloosi yhdistys eläin norppa hylje kiehkuraishylje phoca hispida luonto avustus lisämaksu avustustoiminta;04.09.1961;31.05.1994;30;Nisäkkäitä - Norppa;vihreä / punainen;Suomen Pankin Setelipaino;400000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0557.jpg;0557.jpg;557;557 Nisäkkäitä - Norppa
kirjallisuus Juhani Aho muotokuva;11.09.1961;31.05.1994;30;Juhani Ahon syntymästä 100 vuotta;punaruskea;Suomen Pankin Setelipaino;2000000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0558.jpg;0558.jpg;558;558 Juhani Ahon syntymästä 100 vuotta
Helsinki rakennus arkkitehtuuri Helsingin tuomiokirkko valtionhallinto hallinto intendentinkonttori ;16.10.1961;31.05.1994;30;Rakennushallitus 150 vuotta;harmaanmusta;Suomen Pankin Setelipaino;1997000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0559.jpg;0559.jpg;559;559 Rakennushallitus 150 vuotta
kirjailija kirjallisuus Arvid Järnefelt muotokuva;16.11.1961;31.05.1994;30;Arvid Järnefeltin syntymästä 100 vuotta;lila;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0560.jpg;0560.jpg;560;560 Arvid Järnefeltin syntymästä 100 vuotta
Helsinki Johan Vilhelm Snellman patsas veistos arkkitehtuuri rakennus valtionhallinto hallinto Suomen Pankki Bohnstedt valtiontalous  kuvanveisto rahatalous;12.12.1961;31.05.1994;30;Suomen Pankki 150 vuotta;punaruskea;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0561.jpg;0561.jpg;561;561 Suomen Pankki 150 vuotta
juna veturi Ilmarinen VR kuljetus liikenne rautatieliikenne höyryveturi valtionhallinto;31.01.1962;31.05.1994;10;Rautatie 100 vuotta;vihreä;Suomen Pankin Setelipaino;4997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0562.jpg;0562.jpg;562;562 Rautatie 100 vuotta
juna veturi Ilmarinen VR kuljetus liikenne rautatieliikenne höyryveturi valtionhallinto Ukko-Pekka;31.01.1962;31.05.1994;30;Rautatie 100 vuotta;sininen;Suomen Pankin Setelipaino;2997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0563.jpg;0563.jpg;563;563 Rautatie 100 vuotta
juna veturi Ilmarinen VR kuljetus liikenne rautatieliikenne höyryveturi valtionhallinto DR 12 dieselveturi ;31.01.1962;31.05.1994;40;Rautatie 100 vuotta;ruskeanpunainen;Suomen Pankin Setelipaino;1997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0564.jpg;0564.jpg;564;564 Rautatie 100 vuotta
kuningas Haakon vaali mora kivi vala valtiolliset oikeudet;15.02.1962;31.05.1994;30;Valtiollisten oikeuksien 600-vuotisjuhla;harmaanvioletti;Suomen Pankin Setelipaino;1997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0565.jpg;0565.jpg;565;565 Valtiollisten oikeuksien 600-vuotisjuhla
Helsinki Aleksanteri I valtioneuvosto Sederholmin talo raastuvanoikeus senaatti tori rakennus arkkitehtuuri kaupunki Senaatintori empire;08.04.1962;31.05.1994;30;Helsinki pääkaupunkina 150 vuotta;ruskeanpunainen;Suomen Pankin Setelipaino;1998000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0566.jpg;0566.jpg;566;566 Helsinki pääkaupunkina 150 vuotta
tullihallitus vaakuna Mercurius valtio valtionhallinto hallinto ;11.04.1962;31.05.1994;30;Tullihallitus 150 vuotta;punainen;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0567.jpg;0567.jpg;567;567 Tullihallitus 150 vuotta
yhdyspankki pyp syp kop hab åab skop oko pankki liikepankki rahatalous;21.05.1962;31.05.1994;30;Liikepankit 100 vuotta;vihreä;Suomen Pankin Setelipaino;2999000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0568.jpg;0568.jpg;568;568 Liikepankit 100 vuotta
kirjailija toimittaja kansanedustaja kirjallisuus nuorisoseuraliike Santeri Alkio;17.06.1962;31.05.1994;30;Santeri Alkion syntymästä 100 vuotta;ruskeanpunainen;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0569.jpg;0569.jpg;569;569 Santeri Alkion syntymästä 100 vuotta
tuberkuloosi yhdistys eläin rusakko jänis lepus europaeus luonto avustus lisämaksu avustustoiminta;01.10.1962;31.05.1994;10;Nisäkkäitä - Rusakko;harmaanvioletti / punainen;Suomen Pankin Setelipaino;500000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0570.jpg;0570.jpg;570;570 Nisäkkäitä - Rusakko
tuberkuloosi yhdistys eläin näätä martes martes luonto avustus lisämaksu avustustoiminta;01.10.1962;31.05.1994;20;Nisäkkäitä - Näätä;ruskeanpunainen / punainen;Suomen Pankin Setelipaino;400000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0571.jpg;0571.jpg;571;571 Nisäkkäitä - Näätä
tuberkuloosi yhdistys eläin kärppä talvi mustela erminea luonto avustus lisämaksu avustustoiminta;01.10.1962;31.05.1994;30;Nisäkkäitä - Kärppä;violetinsininen / punainen;Suomen Pankin Setelipaino;400000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0572.jpg;0572.jpg;572;572 Nisäkkäitä - Kärppä
Kotimaisen työn liitto kotimainen tuotanto työ ;19.10.1962;31.05.1994;30;Kotimainen tuotanto;harmaanlila;Suomen Pankin Setelipaino;4998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0573.jpg;0573.jpg;573;573 Kotimainen tuotanto
kartoitus Percival Pembroke CCMK 53 lentokone harppi mittakaava ilmailu  työväline maanmittaushallitus valtionhallinto hallinto;14.11.1962;31.05.1994;30;Maanmittaushallitus 150 vuotta;vihreä;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0574.jpg;0574.jpg;574;574 Maanmittaushallitus 150 vuotta
vaakuna leijona 1963;02.01.1963;31.12.2011;0.1;Malli 1963 Leijona;vihreä;Suomen Pankin Setelipaino;156900000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0575.jpg;0575.jpg;575;575 Malli 1963 Leijona
vaakuna leijona 1963;02.01.1963;31.12.2011;0.2;Malli 1963 Leijona;karmiini;Suomen Pankin Setelipaino;240900000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0576.jpg;0576.jpg;576;576 Malli 1963 Leijona
vaakuna leijona 1963;02.01.1963;31.12.2011;0.3;Malli 1963 Leijona;sininen;Suomen Pankin Setelipaino;14250000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0577.jpg;0577.jpg;577;577 Malli 1963 Leijona
Pyhä Katariina Lammin kirkko uskonto tapuli keskiaika rakennus arkkitehtuuri 1963 asehuone kellotapuli;02.01.1963;31.12.2011;0.5;Malli 1963 Lammin kirkko;oliivi;Suomen Pankin Setelipaino;70000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0578.jpg;0578.jpg;578;578 Malli 1963 Lammin kirkko
Pyhäkoski voimalaitos pato Oulunjoki vesi joki teollisuus rakennus voimala vesivoima energiantuotanto sähkö  1963;02.01.1963;31.12.2011;0.75;Malli 1963 Pyhäkosken voimalaitos;harmaa;Suomen Pankin Setelipaino;16000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0579.jpg;0579.jpg;579;579 Malli 1963 Pyhäkosken voimalaitos
kauppahalli yliopisto kirjasto Kallion kirkko torni satama alus laiva Carl Ludvig Engel empire Helsingin Kaupungintalo Seurahuone Tuomiokirkko kaupunki rakennus arkkitehtuuri Helsinki;02.01.1963;31.12.2011;1;Malli 1963 Helsinki;vihreä;Suomen Pankin Setelipaino;146000000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0580.jpg;0580.jpg;580;580 Malli 1963 Helsinki
vaakuna leijona 1963;15.02.1963;31.12.2011;0.15;Malli 1963 Leijona;keltainen;Suomen Pankin Setelipaino;206650000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0581.jpg;0581.jpg;581;581 Malli 1963 Leijona
vaakuna leijona 1963;15.02.1963;31.12.2011;0.25;Malli 1963 Leijona;lila;Suomen Pankin Setelipaino;251650000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0582.jpg;0582.jpg;582;582 Malli 1963 Leijona
lentokone järvi maisema Aero Oy Convair Metropolitan Finnair lentoliikenne lentokuljetus ilmailu 1963 postinkuljetus;15.02.1963;31.12.2011;0.45;Malli 1963 Convair;sininen;Suomen Pankin Setelipaino;12000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0583.jpg;0583.jpg;583;583 Malli 1963 Convair
vankila museo Turun linna linnoitus Turku maanpuolustus keskiaika rakennus arkkitehtuuri kaupunki 1963;15.02.1963;31.12.2011;1.25;Malli 1963 Turun linna;vihreä;Suomen Pankin Setelipaino;4000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0584.jpg;0584.jpg;584;584 Malli 1963 Turun linna
FAO YK elintarvike ruoka maatalous kansainvälinen järjestö ravinto kehitysmaat  Yhdistyneet kansakunnat;21.03.1963;31.12.2011;0.4;FAO - Nälkä pois;punaruskea;Suomen Pankin Setelipaino;1999000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0585.jpg;0585.jpg;585;585 FAO - Nälkä pois
parlamentti arkkitehtuuri rakennus J. S. Siren kansanedustuslaitos klassismi eduskuntatalo 1963;21.04.1963;31.12.2011;0.4;Malli 1963 Eduskuntatalo;violetti;Suomen Pankin Setelipaino;12000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0586.jpg;0586.jpg;586;586 Malli 1963 Eduskuntatalo
punainen risti avustusjärjestö lisämaksu avustustoiminta;08.05.1963;31.12.2011;0.1;Kansainvälinen Punainen Risti 100 vuotta;ruskea;Suomen Pankin Setelipaino;500000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0587.jpg;0587.jpg;587;587 Kansainvälinen Punainen Risti 100 vuotta
punainen risti sairaanhoito avustusjärjestö lisämaksu avustustoiminta;08.05.1963;31.12.2011;0.2;Kansainvälinen Punainen Risti 100 vuotta;violetti;Suomen Pankin Setelipaino;400000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0588.jpg;0588.jpg;588;588 Kansainvälinen Punainen Risti 100 vuotta
punainen risti sairaanhoito avustusjärjestö lisämaksu avustustoiminta;08.05.1963;31.12.2011;0.3;Kansainvälinen Punainen Risti 100 vuotta;vihreä;Suomen Pankin Setelipaino;400000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0589.jpg;0589.jpg;589;589 Kansainvälinen Punainen Risti 100 vuotta
vaakuna leijona 1963;01.06.1963;31.12.2011;0.05;Malli 1963 Leijona;violetti;Suomen Pankin Setelipaino;104700000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0590.jpg;0590.jpg;590;590 Malli 1963 Leijona
linna Kyrönsalmi saari linnoitus maanpuolustus rakennus arkkitehtuuri keskiaika 1963 Olavinlinna Savonlinna;01.06.1963;31.12.2011;0.6;Malli 1963 Olavinlinna;lila;Suomen Pankin Setelipaino;24000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0591.jpg;0591.jpg;591;591 Malli 1963 Olavinlinna
luterilainen maailmanliitto kirkko risti Kristus uskonto kokous konferenssi kongressi LML Helsinki kansainvälinen järjestö;30.07.1963;31.12.2011;0.1;Luterilainen Maailmanliitto;ruskeanpunainen;Suomen Pankin Setelipaino;4999000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0592.jpg;0592.jpg;592;592 Luterilainen Maailmanliitto
luterilainen maailmanliitto LML Kristus vapahtaja orjantappura uskonto kokous konferenssi kongressi kansainvälinen järjestö;30.07.1963;31.12.2011;0.3;Luterilainen Maailmanliitto;vihreä;Suomen Pankin Setelipaino;1999000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0593.jpg;0593.jpg;593;593 Luterilainen Maailmanliitto
vaakuna leijona 1963;09.09.1963;31.12.2011;0.35;Malli 1963 Leijona;sininen;Suomen Pankin Setelipaino;228000000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0594.jpg;0594.jpg;594;594 Malli 1963 Leijona
europa kansainvälinen yhteistyö järjestö cept yhteisjulkaisu;16.9.1963;31.12.2011;0.4;Europa-Cept;lila;Suomen Pankin Setelipaino;2000000;Arne Holm Norja;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0595.jpg;0595.jpg;595;595 Europa-Cept
säätytalo Gustav Nyström Emil Wikström rakennus arkkitehtuuri kansanedustuslaitos säätyvaltiopäivät valtiopäivät tieteellisten seurojen talo uusklassismi Helsinki;18.09.1963;31.12.2011;0.3;Kansanedustuslaitos 100 vuotta;siniharmaa;Suomen Pankin Setelipaino;2000000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0596.jpg;0596.jpg;596;596 Kansanedustuslaitos 100 vuotta
puu järvi maisema vene koivu venevalkama luonto 1963;01.10.1963;31.12.2011;0.05;Malli 1963 Järvimaisema;vihreä;Suomen Pankin Setelipaino;25000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0597.jpg;0597.jpg;597;597 Malli 1963 Järvimaisema
lentokone lentoliikenne lentokuljetus ilmailu DC-6 metsä luonto postinkuljetus 1963;10.10.1963;31.12.2011;3;Malli 1963 Lentokone;sininen;Suomen Pankin Setelipaino;38500000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0598.jpg;0598.jpg;598;598 Malli 1963 Lentokone
Aero Finnair Convair Metropolitan lentokone lentoliikenne lentokuljetus ilmailu lentokenttä ;01.11.1963;31.12.2011;0.35;FINNAIR 40 vuotta;vihreä;Suomen Pankin Setelipaino;2000000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0599.jpg;0599.jpg;599;599 FINNAIR 40 vuotta
Aero Finnair lentokone suihkukone Caravelle SE 210 lentoliikenne lentokuljetus ilmailu;01.11.1963;31.12.2011;0.4;FINNAIR 40 vuotta;sininen;Suomen Pankin Setelipaino;2000000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0600.jpg;0600.jpg;600;600 FINNAIR 40 vuotta
metsätyö metsäteollisuus metsätalous tukki uitto puu koski keksi  työväline työ 1963;11.11.1963;31.12.2011;1.5;Malli 1963  Tukinuitto;oliivi;Suomen Pankin Setelipaino;53000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0601.jpg;0601.jpg;601;601 Malli 1963  Tukinuitto
tutkija kielentutkimus professori Helsinki yliopisto kielitiede kirjallisuus tiede tutkimus opetus korkeakoulu  Matias Aleksanteri Castren;02.12.1963;31.12.2011;0.35;M.A. Castrenin syntymästä 150 vuotta;sininen;Suomen Pankin Setelipaino;2000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0602.jpg;0602.jpg;602;602 M.A. Castrenin syntymästä 150 vuotta
Hessund salmi silta Parainen laiva alus tie Kirjalansaari Kirkkosaari liikenne tie;09.12.1963;31.12.2011;1.75;Malli 1963 Hessundin silta;sininen;Suomen Pankin Setelipaino;7000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0603.jpg;0603.jpg;603;603 Malli 1963 Hessundin silta
taide seura hirvi hirvenpää nuija veistos Huittinen Palojoki arkeologia kuvataide kivikausi Suomen taiteilijaseura  kuvanveisto;05.02.1964;31.12.2011;0.35;Suomen Taiteilijaseura 100 vuotta;;Suomen Pankin Setelipaino;2000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0604.jpg;0604.jpg;604;604 Suomen Taiteilijaseura 100 vuotta
tutkija tutkimus tiede kielitiede ministeri kansanedustaja Emil Nestor Setälä;27.02.1964;31.12.2011;0.35;E.N. Setälän syntymästä 100 vuotta;ruskea;Suomen Pankin Setelipaino;1997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0605.jpg;0605.jpg;605;605 E.N. Setälän syntymästä 100 vuotta
Kuusamo joki Oulankajoki Aventojoki Ristikallio luonto maisema joki 1963 metsä;23.03.1964;31.12.2011;5;Malli 1963 Ristikallio;tummanvihreä;Suomen Pankin Setelipaino;10000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0606.jpg;0606.jpg;606;606 Malli 1963 Ristikallio
maisema maatila pelto järvi talo rakennus järvi 1963 maatalous;04.04.1964;31.12.2011;2;Malli 1963 Maalaismaisema;vihreä;Suomen Pankin Setelipaino;38500000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0607.jpg;0607.jpg;607;607 Malli 1963 Maalaismaisema
punainen risti sota hoitaja sairaanhoito avustusjärjestö lisämaksu avustustoiminta;26.05.1964;31.12.2011;0.15;Geneven sopimus 100 vuotta;violetinsininen;Suomen Pankin Setelipaino;500000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0608.jpg;0608.jpg;608;608 Geneven sopimus 100 vuotta
punainen risti sota laivaliikenne merenkulku sairaanhoito avustusjärjestö lisämaksu avustustoiminta;26.05.1964;31.12.2011;0.25;Geneven sopimus 100 vuotta;vihreä;Suomen Pankin Setelipaino;400000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0609.jpg;0609.jpg;609;609 Geneven sopimus 100 vuotta
punainen risti sota sotavanki lääkäri tutkimus sairaanhoito avustusjärjestö lisämaksu avustustoiminta;26.05.1964;31.12.2011;0.35;Geneven sopimus 100 vuotta;ruskeanvioletti;Suomen Pankin Setelipaino;400000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0610.jpg;0610.jpg;610;610 Geneven sopimus 100 vuotta
punainen risti sota suojelu avustusjärjestö lisämaksu avustustoiminta;26.05.1964;31.12.2011;0.4;Geneven sopimus 100 vuotta;oliivinvihreä;Suomen Pankin Setelipaino;400000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0611.jpg;0611.jpg;611;611 Geneven sopimus 100 vuotta
Helsinki kokous sairaanhoito hoito potilas lääketiede tiede käärme maapallo Asklepioksen sauva yhdistys kongressi kansainvälinen terveydenhuolto;13.06.1964;31.12.2011;0.4;Maailman lääkäriliiton XVIII yleiskokous;tummanvihreä;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0612.jpg;0612.jpg;612;612 Maailman lääkäriliiton XVIII yleiskokous
urheilu jääkiekko Tampere Pori Turku Rauma jäähalli luistelu  urheilukilpailut  maailmanmestaruuskisat MM-kisat liikunta joukkueurheilu;04.01.1965;31.12.2011;0.35;Jääkiekkoilun MM-kilpailut;sininen;Suomen Pankin Setelipaino;2997000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0613.jpg;0613.jpg;613;613 Jääkiekkoilun MM-kilpailut
Kauko Räsänen kunta kunnallishallinto mitali hallinto kuvanveisto;06.02.1965;31.12.2011;0.35;Kunnallinen itsehallinto 100 vuotta;oliivi;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0614.jpg;0614.jpg;614;614 Kunnallinen itsehallinto 100 vuotta
presidentti valtiomies lainsäädäntö patsas leijona valtionpäämies laki Kaarlo Juho Ståhlberg lex veistos taide Walter Runeberg  kuvanveisto;22.03.1965;31.12.2011;0.35;K.J. Ståhlbergin syntymästä 100 vuotta;ruskea;Suomen Pankin Setelipaino;1999000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0615.jpg;0615.jpg;615;615 K.J. Ståhlbergin syntymästä 100 vuotta
YK yhdistyneet kansakunnat kansainvälinen yhteistoiminta järjestö teemavuosi;02.04.1965;31.12.2011;0.4;YK 20 vuotta;;Suomen Pankin Setelipaino;1999000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0616.jpg;0616.jpg;616;616 YK 20 vuotta
taide maalaustaide kuvataide taidemaalari professori Kalevala Akseli Gallen-Kallela Velisurmaaja kansallisromantiikka;26.04.1965;31.12.2011;0.25;A. Gallen-Kallelan syntymästä 100 vuotta;;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0617.jpg;0617.jpg;617;617 A. Gallen-Kallelan syntymästä 100 vuotta
maalaustaide taide kuvataide taidemaalari professori Tytön pää Anna Slöör taide kansallisromantiikka Akseli Gallen-Kallela;26.04.1965;31.12.2011;0.35;A. Gallen-Kallelan syntymästä 100 vuotta;;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0618.jpg;0618.jpg;618;618 A. Gallen-Kallelan syntymästä 100 vuotta
lemmikkieläin tuberkuloosi yhdistys eläin koira suomenpystykorva avustus lisämaksu avustustoiminta;10.05.1965;31.12.2011;0.15;Koiria - Suomenpystykorva;ruskeankeltainen / punainen;Suomen Pankin Setelipaino;500000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0619.jpg;0619.jpg;619;619 Koiria - Suomenpystykorva
lemmikkieläin  tuberkuloosi yhdistys eläin koira karjalankarhukoira avustus lisämaksu avustustoiminta;10.05.1965;31.12.2011;0.25;Koiria - Karjalankarhukoira;musta / punainen;Suomen Pankin Setelipaino;400000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0620.jpg;0620.jpg;620;620 Koiria - Karjalankarhukoira
lemmikkieläin  tuberkuloosi yhdistys eläin koira suomenajokoira avustus lisämaksu avustustoiminta;10.05.1965;31.12.2011;0.35;Koiria - Suomenajokoira;tummanruskea / punainen;Suomen Pankin Setelipaino;400000;Pentti Rahikainen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0621.jpg;0621.jpg;621;621 Koiria - Suomenajokoira
soitin piano flyygeli nuotti säveltäjä säveltaide musiikki Finlandia Sibelius Jean;15.05.1965;31.12.2011;0.25;Jean Sibeliuksen syntymästä 100 vuotta;violetti;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0622.jpg;0622.jpg;622;622 Jean Sibeliuksen syntymästä 100 vuotta
nuotti säveltäjä musiikki taiteet  Finlandia säveltaide lintu Sibelius Jean;15.05.1965;31.12.2011;0.35;Jean Sibeliuksen syntymästä 100 vuotta;vihreä;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0623.jpg;0623.jpg;623;623 Jean Sibeliuksen syntymästä 100 vuotta
UIT YK radio puhelinliikenne lennätinliikenne telex antenni tietoliikenne radioliikenne kansainvälinen pikatiedotusliitto järjestö  Yhdistyneet kansakunnat;17.05.1965;31.12.2011;0.35;Kansainvälinen pikatiedotusliitto 100 vuotta;sininen;Suomen Pankin Setelipaino;1998000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0624.jpg;0624.jpg;624;624 Kansainvälinen pikatiedotusliitto 100 vuotta
vaakuna leijona 1963;01.06.1965;31.12.2011;0.3;Malli 1963 Leijona;harmaa;Suomen Pankin Setelipaino;90837000;Signe Hammarsten Jansson;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0625.jpg;0625.jpg;625;625 Malli 1963 Leijona
taiteilija kuvataide taidemaalari professori maisema Talvipäivä Pekka Halonen taide maalaustaide;23.09.1965;31.12.2011;0.35;Pekka Halosen syntymästä 100 vuotta;;Suomen Pankin Setelipaino;2000000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0626.jpg;0626.jpg;626;626 Pekka Halosen syntymästä 100 vuotta
yhteistyö cept kansainvälinen järjestö yhteisjulkaisu Europa;27.09.1965;31.12.2011;0.4;Europa-Cept;;Suomen Pankin Setelipaino;3000000;Haerdur Karlsson  Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0627.jpg;0627.jpg;627;627 Europa-Cept
punainen risti ensiapu pelastustoiminta elvytys onnettomuus liikenneonnettomuus tie sairaanhoito tapaturma avustus lisämaksu avustustoiminta;07.05.1966;31.12.2011;0.15;Ensiapu;;Suomen Pankin Setelipaino;600000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0628.jpg;0628.jpg;628;628 Ensiapu
punainen risti ensiapu pelastustoiminta sukellus avustus onnettomuus lisämaksu avustustoiminta;07.05.1966;31.12.2011;0.25;Ensiapu;;Suomen Pankin Setelipaino;600000;Olavi Vepsäläinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0629.jpg;0629.jpg;629;629 Ensiapu
