asiasanat;ilmestymispäivä;käytön päättyminen;nimellisarvo;merkin nimi;merkin väri;painopaikka;painosmäärä;taiteilija;valuutta;kuvan_url;id;sub_label;label
soikiomerkki ovaali vaakuna postitorvi leijona kruunu 1856;01.03.1856;31.01.1860;0.05;Malli 1856 Soikiomerkki;sininen;Leimakonttori;138500;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0001.jpg;0001.jpg;1;1 Malli 1856 Soikiomerkki
soikiomerkki ovaali vaakuna postitorvi leijona kruunu 1856;01.03.1856;31.01.1860;0.1;Malli 1856 Soikiomerkki;punainen;Leimakonttori;442431;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0002.jpg;0002.jpg;2;2 Malli 1856 Soikiomerkki
vaakuna leijona kruunu isohampainen 1860;01.01.1860;31.12.1884;0.05;Malli 1860;sininen;Senaatin kirjapaino;698000;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0003.jpg;0003.jpg;3;3 Malli 1860
vaakuna leijona kruunu 1860  isohampainen;01.01.1860;31.12.1884;0.1;Malli 1860;punainen;Senaatin kirjapaino;1428160;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0004.jpg;0004.jpg;4;4 Malli 1860
vaakuna leijona kruunu 1866 isohampainen;01.01.1866;31.12.1884;0.05;Malli 1866;ruskea / hailakanlila paperi;Senaatin kirjapaino;739000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0005.jpg;0005.jpg;5;5 Malli 1866
vaakuna leijona kruunu 1866 isohampainen;01.12.1866;31.12.1884;0.08;Malli 1866;musta / vihreä paperi;Senaatin kirjapaino;925000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0006.jpg;0006.jpg;6;6 Malli 1866
vaakuna leijona kruunu 1866 isohampainen;01.01.1866;31.12.1884;0.1;Malli 1866;musta / keltainen paperi;Senaatin kirjapaino;778500;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0007.jpg;0007.jpg;7;7 Malli 1866
vaakuna leijona kruunu 1866 isohampainen;01.01.1866;31.12.1884;0.2;Malli 1866;sininen;Senaatin kirjapaino;4569800;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0008.jpg;0008.jpg;8;8 Malli 1866
vaakuna leijona kruunu 1866 isohampainen;01.01.1866;31.12.1884;0.4;Malli 1866;punainen;Senaatin kirjapaino;3232500;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0009.jpg;0009.jpg;9;9 Malli 1866
vaakuna leijona kruunu 1866 isohampainen;01.05.1867;31.12.1884;1;Malli 1866;kellanruskea;Senaatin kirjapaino;86420;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0010.jpg;0010.jpg;10;10 Malli 1866
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.07.1875;31.12.1884;0.32;Malli 1875;karmiininpunainen;H. H. Thielen kirjapaino Kööpenhamina;57500;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0013.jpg;0013.jpg;13;13 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;06.09.1875;13.01.1901;0.02;Malli 1875;harmaa;Senaatin kirjapaino;412600;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0014.jpg;0014.jpg;14;14 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;04.09.1875;31.12.1884;0.05;Malli 1875;oranssi;Senaatin kirjapaino;2423500;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0015.jpg;0015.jpg;15;15 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;04.09.1875;31.12.1884;0.08;Malli 1875;vihreä;Senaatin kirjapaino;450000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0016.jpg;0016.jpg;16;16 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;06.09.1875;31.12.1884;0.2;Malli 1875;sininen;Senaatin kirjapaino;9226843;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0017.jpg;0017.jpg;17;17 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.07.1875;31.12.1884;0.32;Malli 1875;karmiininpunainen;Senaatin kirjapaino;1892007;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0018.jpg;0018.jpg;18;18 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;15.01.1877;31.12.1884;1;Malli 1875;lila;Senaatin kirjapaino;82500;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0019.jpg;0019.jpg;19;19 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;03.08.1881;31.12.1884;0.1;Malli 1875;ruskea;Senaatin kirjapaino;445600;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0020.jpg;0020.jpg;20;20 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;13.05.1879;31.12.1884;0.25;Malli 1875;punainen;Senaatin kirjapaino;2094500;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0021.jpg;0021.jpg;21;21 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.03.1883;13.01.1901;0.02;Malli 1875;harmaa;Leimakonttorin kirjapaino;372900;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0022.jpg;0022.jpg;22;22 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.01.1882;31.12.1884;0.05;Malli 1875;oranssi;Leimakonttorin kirjapaino;2250000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0023.jpg;0023.jpg;23;23 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.12.1882;31.12.1884;0.1;Malli 1875;ruskea;Leimakonttorin kirjapaino;667200;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0024.jpg;0024.jpg;24;24 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.01.1882;31.12.1884;0.2;Malli 1875;sininen;Leimakonttorin kirjapaino;6220700;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0025.jpg;0025.jpg;25;25 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.02.1882;31.12.1884;0.25;Malli 1875;punainen;Leimakonttorin kirjapaino;2852300;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0026.jpg;0026.jpg;26;26 Malli 1875
vaakuna leijona kruunu 1875 jokanurkkainen nelilukuinen;01.01.1882;31.12.1884;1;Malli 1875;lila;Leimakonttorin kirjapaino;268250;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0027.jpg;0027.jpg;27;27 Malli 1875
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;01.01.1885;;0.05;Malli 1885;vihreä;Leimapaperikonttori;6775000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0028.jpg;0028.jpg;28;28 Malli 1885
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;01.05.1885;;0.1;Malli 1885;punainen;Leimapaperikonttori;3161000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0029.jpg;0029.jpg;29;29 Malli 1885
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;01.01.1885;;0.2;Malli 1885;oranssi;Leimapaperikonttori;14403000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0030.jpg;0030.jpg;30;30 Malli 1885
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;01.01.1885;;0.25;Malli 1885;sininen;Leimapaperikonttori;6311000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0031.jpg;0031.jpg;31;31 Malli 1885
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;01.01.1885;;1;Malli 1885;harmaa / punainen;Leimapaperikonttori;360000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0032.jpg;0032.jpg;32;32 Malli 1885
Vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;13.11.1885;;5;Malli 1885;vihreä / punainen;Leimapaperikonttori;10000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0033.jpg;0033.jpg;33;33 Malli 1885
vaakuna leijona kruunu 1885 jokanurkkainen nelilukuinen;13.11.1885;;10;Malli 1885;ruskea / punainen;Leimapaperikonttori;7500;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0034.jpg;0034.jpg;34;34 Malli 1885
vaakuna leijona kruunu 1889 ylänurkkainen kolmilukuinen;09.01.1890;;0.02;Malli 1889;harmaa;Leimapaperikonttori;2348169;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0035.jpg;0035.jpg;35;35 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;03.01.1890;;0.05;Malli 1889;vihreä;Leimapaperikonttori;13641300;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0036.jpg;0036.jpg;36;36 Malli 1889
vaakuna leijona kruunu 1889 ylänurkkainen kolmilukuinen;03.01.1890;;0.1;Malli 1889;punainen;Leimapaperikonttori;7460800;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0037.jpg;0037.jpg;37;37 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;07.12.1889;;0.2;Malli 1889;keltainen;Leimapaperikonttori;23372700;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0038.jpg;0038.jpg;38;38 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;16.10.1889;;0.25;Malli 1889;sininen;Leimapaperikonttori;9194000;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0039.jpg;0039.jpg;39;39 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;31.05.1890;;1;Malli 1889;harmaa / punainen;Leimapaperikonttori;1242988;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0040.jpg;0040.jpg;40;40 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;05.06.1890;;5;Malli 1889;vihreä / punainen;Leimapaperikonttori;34598;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0041.jpg;0041.jpg;41;41 Malli 1889
vaakuna leijona kruunu1889 ylänurkkainen kolmilukuinen;05.06.1890;;10;Malli 1889;ruskea / punainen;Leimapaperikonttori;32767;Wilhelm Brandstake;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0042.jpg;0042.jpg;42;42 Malli 1889
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.01;Venäläinen malli 1891 Rengasmerkki;oranssi;Venäjän valtion arvopaperipaino;1663900;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0043.jpg;0043.jpg;43;43 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.02;Venäläinen malli 1891 Rengasmerkki;vihreä;Venäjän valtion arvopaperipaino;1085470;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0044.jpg;0044.jpg;44;44 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.03;Venäläinen malli 1891 Rengasmerkki;karmiininpunainen;Venäjän valtion arvopaperipaino;662100;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0045.jpg;0045.jpg;45;45 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.04;Venäläinen malli 1891 Rengasmerkki;karmiininpunainen;Venäjän valtion arvopaperipaino;481900;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0046.jpg;0046.jpg;46;46 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.07;Venäläinen malli 1891 Rengasmerkki;sininen;Venäjän valtion arvopaperipaino;7646275;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0047.jpg;0047.jpg;47;47 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.1;Venäläinen malli 1891 Rengasmerkki;sininen;Venäjän valtion arvopaperipaino;981100;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0048.jpg;0048.jpg;48;48 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.14;Venäläinen malli 1891 Rengasmerkki;sininen / punainen;Venäjän valtion arvopaperipaino;558300;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0049.jpg;0049.jpg;49;49 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.2;Venäläinen malli 1891 Rengasmerkki;sininen / punainen;Venäjän valtion arvopaperipaino;486700;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0050.jpg;0050.jpg;50;50 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.35;Venäläinen malli 1891 Rengasmerkki;violetti / vihreä;Venäjän valtion arvopaperipaino;259700;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0051.jpg;0051.jpg;51;51 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;0.5;Venäläinen malli 1891 Rengasmerkki;lila / vihreä;Venäjän valtion arvopaperipaino;174400;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0052.jpg;0052.jpg;52;52 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;1;Venäläinen malli 1891 Rengasmerkki;ruskea / oranssi;Venäjän valtion arvopaperipaino;70950;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0053.jpg;0053.jpg;53;53 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;3.5;Venäläinen malli 1891 Rengasmerkki;musta / harmaa;Venäjän valtion arvopaperipaino;10000;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0054.jpg;0054.jpg;54;54 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotka venäläinen rengasmerkki 1891;01.05.1891;14.05.1911;7;Venäläinen malli 1891 Rengasmerkki;musta / keltainen;Venäjän valtion arvopaperipaino;13450;;rupla;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0055.jpg;0055.jpg;55;55 Venäläinen malli 1891 Rengasmerkki
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;14.05.1911;0.05;Venäläinen malli 1901;vihreä;Suomen leimakonttorin kirjapaino;200000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0060.jpg;0060.jpg;60;60 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;14.05.1911;0.02;Venäläinen malli 1901;keltainen;Oy F. Tilgmann;1001500;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0061.jpg;0061.jpg;61;61 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;14.05.1911;0.05;Venäläinen malli 1901;vihreä;Oy F. Tilgmann;4850000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0062.jpg;0062.jpg;62;62 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;14.05.1911;0.1;Venäläinen malli 1901;karmiininpunainen;Oy F. Tilgmann;3827800;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0063.jpg;0063.jpg;63;63 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;14.05.1911;0.2;Venäläinen malli 1901;sininen;Oy F. Tilgmann;7823200;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0064.jpg;0064.jpg;64;64 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;01.06.1920;1;Venäläinen malli 1901;lila / vihreä;Oy F. Tilgmann;359000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0065.jpg;0065.jpg;65;65 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1901 venäläinen;14.01.1901;01.06.1920;10;Venäläinen malli 1901;musta / harmaa;Oy F. Tilgmann;13350;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0066.jpg;0066.jpg;66;66 Venäläinen malli 1901
vaakuna kaksoiskotka kotkamerkki 1911 venäläinen;11.01.1911;01.06.1920;0.02;Venäläinen malli 1911;keltainen;Suomen leimakonttorin kirjapaino;6054600;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0075.jpg;0075.jpg;75;75 Venäläinen malli 1911
vaakuna kaksoiskotka kotkamerkki 1911 venäläinen;27.03.1911;01.06.1920;0.05;Venäläinen malli 1911;vihreä;Suomen leimakonttorin kirjapaino;122744900;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0076.jpg;0076.jpg;76;76 Venäläinen malli 1911
vaakuna kaksoiskotka kotkamerkki 1911 venäläinen;12.01.1911;01.06.1920;0.1;Venäläinen malli 1911;karmiininpunainen;Suomen leimakonttorin kirjapaino;128036800;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0077.jpg;0077.jpg;77;77 Venäläinen malli 1911
vaakuna kaksoiskotka kotkamerkki 1911 venäläinen postimerkki;08.03.1911;01.06.1920;0.2;Venäläinen malli 1911;sininen;Suomen leimakonttorin kirjapaino;101163900;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0078.jpg;0078.jpg;78;78 Venäläinen malli 1911
vaakuna kaksoiskotka kotkamerkki 1911 venäläinen postimerkki;11.01.1911;01.06.1920;0.4;Venäläinen malli 1911;lila / sininen;Suomen leimakonttorin kirjapaino;15122000;;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0079.jpg;0079.jpg;79;79 Venäläinen malli 1911
vaakuna leijona saarinen 1917 saarismalli;01.10.1917;31.05.1920;0.05;Malli 1917 Saarinen;vihreä;Suomen leimakonttorin kirjapaino;60949200;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0081.jpg;0081.jpg;81;81 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;15.10.1917;31.05.1920;0.1;Malli 1917 Saarinen;punainen;Suomen leimakonttorin kirjapaino;65762800;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0082.jpg;0082.jpg;82;82 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;22.04.1918;31.05.1920;0.2;Malli 1917 Saarinen;keltainen;Suomen leimakonttorin kirjapaino;26929000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0083.jpg;0083.jpg;83;83 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;25.10.1917;31.05.1920;0.25;Malli 1917 Saarinen;sininen;Suomen leimakonttorin kirjapaino;27669000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0084.jpg;0084.jpg;84;84 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;18.12.1917;31.07.1925;0.4;Malli 1917 Saarinen;lila;Suomen leimakonttorin kirjapaino;64310000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0085.jpg;0085.jpg;85;85 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;24.11.1917;31.05.1920;0.5;Malli 1917 Saarinen;ruskea;Suomen leimakonttorin kirjapaino;20946800;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0086.jpg;0086.jpg;86;86 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;24.11.1917;31.12.1930;1;Malli 1917 Saarinen;punainen / musta;Suomen leimakonttorin kirjapaino;169412800;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0087.jpg;0087.jpg;87;87 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;18.12.1917;31.12.1930;5;Malli 1917 Saarinen;lila/musta;Suomen leimakonttorin kirjapaino;24385000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0088.jpg;0088.jpg;88;88 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;20.12.1917;31.12.1930;10;Malli 1917 Saarinen;ruskea / musta;Suomen leimakonttorin kirjapaino;2051200;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0089.jpg;0089.jpg;89;89 Malli 1917 Saarinen
vaakuna leijona vaasa;05.03.1918;31.05.1920;0.05;Vaasan malli 1918;vihreä;Julius Björkells Litografiska Tryckeri;3100000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0090.jpg;0090.jpg;90;90 Vaasan malli 1918
vaakuna leijona vaasa;05.03.1918;31.05.1920;0.1;Vaasan malli 1918;punainen;Julius Björkells Litografiska Tryckeri;6000000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0091.jpg;0091.jpg;91;91 Vaasan malli 1918
vaakuna leijona vaasa;07.03.1918;30.04.1923;0.3;Vaasan malli 1918;sininen;Julius Björkells Litografiska Tryckeri;1023000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0092.jpg;0092.jpg;92;92 Vaasan malli 1918
vaakuna leijona vaasa;29.04.1918;30.04.1923;0.4;Vaasan malli 1918;violetti;Julius Björkells Litografiska Tryckeri;2000000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0093.jpg;0093.jpg;93;93 Vaasan malli 1918
vaakuna leijona vaasa;08.05.1918;31.05.1920;0.5;Vaasan malli 1918;ruskea;Julius Björkells Litografiska Tryckeri;1000000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0094.jpg;0094.jpg;94;94 Vaasan malli 1918
vaakuna leijona vaasa;11.03.1918;30.04.1923;0.7;Vaasan malli 1918;ruskea;Julius Björkells Litografiska Tryckeri;422000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0095.jpg;0095.jpg;95;95 Vaasan malli 1918
vaakuna leijona vaasa;27.03.1918;30.04.1923;1;Vaasan malli 1918;punainen / musta;Julius Björkells Litografiska Tryckeri;1077000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0096.jpg;0096.jpg;96;96 Vaasan malli 1918
vaakuna leijona vaasa;03.04.1918;30.04.1923;5;Vaasan malli 1918;violetti / musta;Julius Björkells Litografiska Tryckeri;43000;Matti Björklund (Visanti);markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0097.jpg;0097.jpg;97;97 Vaasan malli 1918
vaakuna leijona saarinen 1917 saarismalli;10.12.1919;31.07.1925;0.1;Malli 1917 Saarinen;vihreä;Suomen leimakonttorin kirjapaino;12030000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0098.jpg;0098.jpg;98;98 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;10.12.1919;31.07.1925;0.2;Malli 1917 Saarinen;punainen;Suomen leimakonttorin kirjapaino;8729000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0099.jpg;0099.jpg;99;99 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;04.12.1919;31.07.1925;0.5;Malli 1917 Saarinen;sininen;Suomen leimakonttorin kirjapaino;5484000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0100.jpg;0100.jpg;100;100 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;09.12.1919;31.07.1925;0.75;Malli 1917 Saarinen;keltainen;Suomen leimakonttorin kirjapaino;6700000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0101.jpg;0101.jpg;101;101 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;23.12.1919;31.12.1930;0.05;Malli 1917 Saarinen;harmaa;Suomen leimakonttorin kirjapaino;43075000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0102.jpg;0102.jpg;102;102 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;16.04.1920;31.07.1925;0.1;Malli 1917 Saarinen;vihreä;Suomen leimakonttorin kirjapaino;27719600;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0103.jpg;0103.jpg;103;103 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;07.05.1920;31.07.1925;0.2;Malli 1917 Saarinen;punainen;Suomen leimakonttorin kirjapaino;28535000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0104.jpg;0104.jpg;104;104 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;10.02.1919;31.12.1930;0.25;Malli 1917 Saarinen;ruskea;Suomen leimakonttorin kirjapaino;15000000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0105.jpg;0105.jpg;105;105 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;16.01.1920;31.07.1925;0.5;Malli 1917 Saarinen;sininen;Suomen leimakonttorin kirjapaino;15034400;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0106.jpg;0106.jpg;106;106 Malli 1917 Saarinen
vaakuna leijona saarinen 1917 saarismalli;09.02.1921;31.07.1925;0.3;Malli 1917 Saarinen;vihreä;Suomen leimakonttorin kirjapaino;16899000;Eliel Saarinen;markka;http://www.postimuseo.fi/kiosks/14/postimerkit/260x260/0107.jpg;0107.jpg;107;107 Malli 1917 Saarinen
